id	dg_X	dg_Y	status	deliveryNum	deliveryID	orderTime	startTime	start_X	start_Y	endTime	end_X	end_Y	totalOrderTime	travelTime
429	10.0	20.0	 	 	 	 	 	 	 	 	 	 	 	 
350	11.0	19.0	 	 	 	 	 	 	 	 	 	 	 	 
251	15.0	15.0	 	 	 	 	 	 	 	 	 	 	 	 
225	12.0	18.0	 	 	 	 	 	 	 	 	 	 	 	 
129	19.0	11.0	 	 	 	 	 	 	 	 	 	 	 	 
399	19.0	11.0	 	 	 	 	 	 	 	 	 	 	 	 
454	16.0	14.0	 	 	 	 	 	 	 	 	 	 	 	 
271	14.0	16.0	 	 	 	 	 	 	 	 	 	 	 	 
360	12.0	18.0	 	 	 	 	 	 	 	 	 	 	 	 
293	18.0	12.0	 	 	 	 	 	 	 	 	 	 	 	 
66	13.0	17.0	 	 	 	 	 	 	 	 	 	 	 	 
373	17.0	14.0	 	 	 	 	 	 	 	 	 	 	 	 
58	18.0	13.0	 	 	 	 	 	 	 	 	 	 	 	 
295	12.0	19.0	 	 	 	 	 	 	 	 	 	 	 	 
232	13.0	18.0	 	 	 	 	 	 	 	 	 	 	 	 
277	19.0	12.0	 	 	 	 	 	 	 	 	 	 	 	 
349	16.0	15.0	 	 	 	 	 	 	 	 	 	 	 	 
499	19.0	12.0	 	 	 	 	 	 	 	 	 	 	 	 
195	19.0	12.0	 	 	 	 	 	 	 	 	 	 	 	 
383	14.0	17.0	 	 	 	 	 	 	 	 	 	 	 	 
236	15.0	16.0	 	 	 	 	 	 	 	 	 	 	 	 
296	15.0	16.0	 	 	 	 	 	 	 	 	 	 	 	 
115	20.0	11.0	 	 	 	 	 	 	 	 	 	 	 	 
431	15.0	16.0	 	 	 	 	 	 	 	 	 	 	 	 
400	20.0	12.0	 	 	 	 	 	 	 	 	 	 	 	 
20	20.0	12.0	 	 	 	 	 	 	 	 	 	 	 	 
80	20.0	12.0	 	 	 	 	 	 	 	 	 	 	 	 
5	19.0	13.0	 	 	 	 	 	 	 	 	 	 	 	 
157	13.0	19.0	 	 	 	 	 	 	 	 	 	 	 	 
281	13.0	19.0	 	 	 	 	 	 	 	 	 	 	 	 
172	17.0	15.0	 	 	 	 	 	 	 	 	 	 	 	 
428	13.0	19.0	 	 	 	 	 	 	 	 	 	 	 	 
359	15.0	17.0	 	 	 	 	 	 	 	 	 	 	 	 
193	15.0	17.0	 	 	 	 	 	 	 	 	 	 	 	 
183	12.0	20.0	 	 	 	 	 	 	 	 	 	 	 	 
290	19.0	14.0	 	 	 	 	 	 	 	 	 	 	 	 
496	15.0	18.0	 	 	 	 	 	 	 	 	 	 	 	 
492	17.0	16.0	 	 	 	 	 	 	 	 	 	 	 	 
440	13.0	20.0	 	 	 	 	 	 	 	 	 	 	 	 
74	19.0	14.0	 	 	 	 	 	 	 	 	 	 	 	 
356	16.0	17.0	 	 	 	 	 	 	 	 	 	 	 	 
130	17.0	16.0	 	 	 	 	 	 	 	 	 	 	 	 
203	18.0	15.0	 	 	 	 	 	 	 	 	 	 	 	 
302	19.0	14.0	 	 	 	 	 	 	 	 	 	 	 	 
327	17.0	17.0	 	 	 	 	 	 	 	 	 	 	 	 
61	20.0	14.0	 	 	 	 	 	 	 	 	 	 	 	 
372	19.0	15.0	 	 	 	 	 	 	 	 	 	 	 	 
159	14.0	20.0	 	 	 	 	 	 	 	 	 	 	 	 
441	19.0	15.0	 	 	 	 	 	 	 	 	 	 	 	 
171	16.0	18.0	 	 	 	 	 	 	 	 	 	 	 	 
170	17.0	17.0	 	 	 	 	 	 	 	 	 	 	 	 
150	17.0	17.0	 	 	 	 	 	 	 	 	 	 	 	 
465	17.0	17.0	 	 	 	 	 	 	 	 	 	 	 	 
176	16.0	19.0	 	 	 	 	 	 	 	 	 	 	 	 
40	17.0	18.0	 	 	 	 	 	 	 	 	 	 	 	 
44	19.0	16.0	 	 	 	 	 	 	 	 	 	 	 	 
60	18.0	18.0	 	 	 	 	 	 	 	 	 	 	 	 
304	18.0	18.0	 	 	 	 	 	 	 	 	 	 	 	 
70	17.0	19.0	 	 	 	 	 	 	 	 	 	 	 	 
161	17.0	19.0	 	 	 	 	 	 	 	 	 	 	 	 
249	16.0	20.0	 	 	 	 	 	 	 	 	 	 	 	 
253	19.0	17.0	 	 	 	 	 	 	 	 	 	 	 	 
97	20.0	17.0	 	 	 	 	 	 	 	 	 	 	 	 
266	19.0	18.0	 	 	 	 	 	 	 	 	 	 	 	 
85	17.0	20.0	 	 	 	 	 	 	 	 	 	 	 	 
83	19.0	18.0	 	 	 	 	 	 	 	 	 	 	 	 
68	19.0	19.0	 	 	 	 	 	 	 	 	 	 	 	 
217	20.0	18.0	 	 	 	 	 	 	 	 	 	 	 	 
263	20.0	18.0	 	 	 	 	 	 	 	 	 	 	 	 
135	19.0	19.0	 	 	 	 	 	 	 	 	 	 	 	 
123	20.0	19.0	 	 	 	 	 	 	 	 	 	 	 	 
291	19.0	20.0	 	 	 	 	 	 	 	 	 	 	 	 
388	20.0	1.0	on route	1	starting	19	19	20	1	19	20	1	0	0
388	20.0	1.0	on deck	2	9844	19	28	15	5	38	12	12	19	10
137	12.0	6.0	on deck	2	3578	19	31	18	0	38	15	-4	19	7
152	20.0	0.0	on route	1	starting	19	19	20	0	19	20	0	0	0
152	20.0	0.0	on deck	2	4427	19	29	11	1	39	16	6	20	10
152	20.0	0.0	on deck	3	12718	19	29	11	1	36	13	6	17	7
261	2.0	4.0	on route	1	starting	19	19	2	4	19	2	4	0	0
261	2.0	4.0	on deck	2	295	19	31	14	4	38	16	9	19	7
442	2.0	0.0	on route	1	starting	19	19	2	0	19	2	0	0	0
442	2.0	0.0	on deck	2	2935	19	35	18	0	39	20	-2	20	4
107	4.0	0.0	on deck	2	10657	18	21	7	0	23	6	-1	5	2
107	4.0	0.0	on deck	3	10207	18	27	5	2	35	8	7	17	8
107	4.0	0.0	on deck	4	10214	18	27	5	2	38	10	6	20	11
257	16.0	0.0	on route	1	starting	18	18	16	0	18	16	0	0	0
257	16.0	0.0	on deck	2	2605	18	29	6	1	40	-1	1	22	11
257	16.0	0.0	on deck	3	2048	18	34	2	2	35	3	2	17	1
386	17.0	0.0	on deck	3	12185	18	31	11	1	37	11	7	19	6
435	19.0	1.0	on deck	2	14654	18	37	4	5	40	3	3	22	3
137	12.0	6.0	on deck	1	13781	17	22	13	4	37	15	-3	20	15
177	17.0	2.0	on route	1	starting	17	17	17	2	17	17	2	0	0
177	17.0	2.0	on deck	2	14951	17	25	10	3	39	17	-4	22	14
242	4.0	1.0	on deck	3	11975	17	21	1	0	34	7	7	17	13
287	9.0	1.0	on deck	2	9584	17	26	17	0	33	19	-5	16	7
386	17.0	0.0	on route	1	starting	17	18	17	0	18	17	0	1	0
386	17.0	0.0	on deck	2	13535	17	28	8	1	38	12	7	21	10
436	0.0	5.0	on deck	2	4425	17	32	11	1	40	17	-1	23	8
228	12.0	1.0	on deck	4	2346	16	21	7	1	36	1	-2	20	15
260	3.0	3.0	on route	1	starting	16	16	3	3	16	3	3	0	0
260	3.0	3.0	on deck	2	6954	16	25	12	3	29	11	6	13	4
260	3.0	3.0	on deck	3	13146	16	30	11	7	36	16	8	20	6
275	16.0	5.0	on route	1	starting	16	16	16	5	16	16	5	0	0
275	16.0	5.0	on deck	2	10726	16	32	2	7	40	4	13	24	8
286	0.0	2.0	on deck	4	11161	16	17	0	3	27	5	-2	11	10
384	15.0	4.0	on deck	3	2785	16	21	14	0	29	21	1	13	8
384	15.0	4.0	on deck	4	13217	16	18	14	3	28	20	1	12	10
436	0.0	5.0	on route	1	starting	16	17	0	5	17	0	5	1	0
119	10.0	3.0	on deck	2	3125	15	23	15	0	32	22	2	17	9
119	10.0	3.0	on deck	3	73	15	26	18	0	37	21	6	22	11
228	12.0	1.0	on route	1	starting	15	16	12	1	16	12	1	1	0
228	12.0	1.0	on deck	2	10134	15	31	2	2	38	-1	-2	23	7
228	12.0	1.0	on deck	3	11337	15	24	6	3	27	4	4	12	3
242	4.0	1.0	on route	1	starting	15	17	4	1	17	4	1	2	0
242	4.0	1.0	on deck	2	8993	15	26	5	1	40	12	8	25	14
286	0.0	2.0	on deck	3	13635	15	19	0	1	25	3	-2	10	6
384	15.0	4.0	on route	1	starting	15	16	15	4	16	15	4	1	0
384	15.0	4.0	on deck	2	14311	15	33	20	4	40	19	-2	25	7
119	10.0	3.0	on route	1	starting	14	15	10	3	15	10	3	1	0
219	1.0	0.0	on route	1	starting	14	14	1	0	14	1	0	0	0
219	1.0	0.0	on deck	2	7111	14	18	5	0	22	3	-2	8	4
219	1.0	0.0	on deck	3	10141	14	30	9	0	38	5	4	24	8
286	0.0	2.0	on route	1	starting	14	16	0	2	16	0	2	2	0
286	0.0	2.0	on deck	2	11322	14	33	6	3	40	-1	3	26	7
397	9.0	0.0	on deck	2	6983	14	21	16	0	34	10	5	20	13
397	9.0	0.0	on deck	3	9979	14	21	16	0	36	9	6	22	15
397	9.0	0.0	on deck	4	14443	14	25	14	2	29	15	5	15	4
